Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
1306;Silvrettagletscher;A10g-05;408;2014-09-20;16:54:00;2015-09-25;10:26:00;800511.57;192890.47;2612.45;369.70;-3.67;0.46;0.01;None;3.65;0.01;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1406;Silvrettagletscher;A10g-05;408;2014-09-20;16:56:00;2015-09-25;10:27:00;800515.00;192890.01;2613.00;369.70;-3.49;0.56;-0.03;-2.97;3.49;-0.03;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1301;Silvrettagletscher;A10g-05;408;2014-09-20;12:09:00;2015-09-26;09:51:00;801841.67;191731.18;2978.15;370.90;-1.10;0.81;-0.67;-1.91;1.35;-0.66;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1218;Silvrettagletscher;A10g-05;408;2014-09-20;15:59:00;2015-09-25;12:47:00;800756.25;192544.95;2682.90;369.90;-5.64;2.01;-0.86;-2.40;5.91;-0.85;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1411;Silvrettagletscher;A10g-05;408;2014-09-20;14:49:00;2015-09-25;14:12:00;800721.09;192204.15;2717.63;370.00;-0.90;0.96;0.06;-2.18;1.30;0.06;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1110;Silvrettagletscher;A10g-05;408;2014-09-20;12:38:00;2015-09-26;10:46:00;801521.86;191809.65;2932.43;370.90;-2.80;1.54;-0.76;-1.98;3.15;-0.75;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1216;Silvrettagletscher;A10g-05;408;2014-09-20;14:29:00;2015-09-26;13:17:00;801326.85;192377.15;2761.25;370.90;-6.86;3.56;-0.45;-1.96;7.61;-0.44;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1317;Silvrettagletscher;A10g-05;408;2014-09-20;16:28:00;2015-09-26;07:57:00;801449.82;192818.82;2770.33;370.60;-3.48;0.86;-0.29;-1.59;3.53;-0.29;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1402;Silvrettagletscher;A10g-05;408;2014-09-20;10:00:00;2015-09-26;09:04:00;801926.99;192023.04;2954.15;371.00;-4.90;3.02;-1.87;-1.88;5.67;-1.84;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1403;Silvrettagletscher;A10g-05;408;2014-09-20;13:23:00;2015-09-26;11:41:00;801782.76;192252.11;2901.89;370.90;-5.17;6.29;-3.91;-1.63;8.02;-3.85;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1409;Silvrettagletscher;A10g-05;408;2014-09-21;09:03:00;2015-09-25;16:01:00;799700.21;192736.75;2490.83;369.30;-0.92;0.02;-0.53;-4.28;0.91;-0.52;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1407;Silvrettagletscher;A10g-05;408;2014-09-21;07:11:00;2015-09-25;09:32:00;800167.88;192872.01;2562.12;369.10;-1.73;0.01;-0.12;-3.34;1.71;-0.12;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1408;Silvrettagletscher;A10g-05;408;2014-09-21;08:35:00;2015-09-25;08:47:00;799831.08;192742.70;2517.81;369.00;-1.25;0.21;-0.87;-3.97;1.25;-0.86;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1312;Silvrettagletscher;A10g-05;408;2014-09-21;07:47:00;2015-09-25;14:41:00;800401.90;192585.22;2587.58;369.30;-4.04;1.46;-1.19;-2.97;4.25;-1.18;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1413;Silvrettagletscher;A10g-05;408;2014-09-21;08:03:00;2015-09-25;15:25:00;799973.66;192613.58;2532.68;369.30;-2.15;-0.21;0.26;-4.58;2.14;0.26;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1518;Silvrettagletscher;A10g-05;408;2015-09-25;12:50:00;2016-09-23;13:19:00;800766.88;192541.08;2682.37;364.00;-4.62;1.63;-0.88;-1.07;4.92;-0.88;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1505;Silvrettagletscher;A10g-05;408;2015-09-25;11:37:00;2016-09-23;09:33:00;801073.97;192689.07;2711.17;363.90;-4.34;1.72;-0.70;-0.96;4.69;-0.70;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1506;Silvrettagletscher;A10g-05;408;2015-09-25;10:28:00;2016-09-23;09:09:00;800515.02;192890.06;2610.03;363.90;-2.74;0.42;-0.09;-1.94;2.78;-0.09;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1507;Silvrettagletscher;A10g-05;408;2015-09-25;09:33:00;2016-09-23;08:37:00;800165.02;192872.01;2558.30;364.00;-1.09;0.03;-0.04;-2.53;1.09;-0.04;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1508;Silvrettagletscher;A10g-05;408;2015-09-25;08:51:00;2016-09-23;07:53:00;799832.84;192743.49;2514.15;364.00;-0.94;-0.01;-0.42;-2.53;0.94;-0.42;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1509;Silvrettagletscher;A10g-05;408;2015-09-25;16:03:00;2016-09-23;14:45:00;799702.90;192735.84;2487.29;363.90;-0.53;0.07;-0.28;-3.46;0.54;-0.28;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1411;Silvrettagletscher;A10g-05;408;2015-09-25;14:12:00;2016-09-23;11:20:00;800720.19;192205.11;2715.42;363.90;-0.84;0.80;-0.26;-1.04;1.16;-0.26;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1512;Silvrettagletscher;A10g-05;408;2015-09-25;14:45:00;2016-09-23;13:37:00;800406.50;192586.02;2585.37;364.00;-3.04;0.86;-0.66;-2.03;3.17;-0.66;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1513;Silvrettagletscher;A10g-05;408;2015-09-25;15:27:00;2016-09-23;13:54:00;799974.07;192614.02;2528.73;363.90;-1.69;0.03;-0.11;-0.31;1.70;-0.11;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1515;Silvrettagletscher;A10g-05;408;2015-09-25;13:51:00;2016-09-23;12:40:00;801162.97;191986.96;2849.09;364.00;-3.33;1.51;-0.71;-0.42;3.67;-0.71;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1516;Silvrettagletscher;A10g-05;408;2015-09-26;13:21:00;2016-09-23;11:02:00;801341.12;192371.02;2761.44;362.90;-5.75;2.70;-0.42;-0.69;6.39;-0.42;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1501;Silvrettagletscher;A10g-05;408;2015-09-26;09:55:00;2016-09-24;10:18:00;801841.01;191731.23;2976.14;364.00;-0.90;0.64;-0.67;-0.08;1.11;-0.67;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1401h;Silvrettagletscher;A10g-05;408;2015-09-26;09:52:00;2016-09-24;10:20:00;801840.38;191729.23;2976.08;364.00;-1.28;0.39;-0.66;None;1.34;-0.66;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1201p;Silvrettagletscher;A10g-05;408;2015-09-26;09:52:00;2016-09-24;10:21:00;801838.08;191730.29;2975.75;364.00;-1.10;0.66;-0.59;None;1.29;-0.59;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1502;Silvrettagletscher;A10g-05;408;2015-09-26;09:06:00;2016-09-24;09:05:00;801927.01;192023.02;2952.27;364.00;-4.27;2.70;-1.58;-0.13;5.07;-1.59;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1503;Silvrettagletscher;A10g-05;408;2015-09-26;12:03:00;2016-09-24;11:32:00;801779.76;192253.14;2899.66;364.00;-4.48;5.26;-2.71;-0.02;6.93;-2.72;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1504;Silvrettagletscher;A10g-05;408;2015-09-26;12:20:00;2016-09-23;10:38:00;801730.00;192630.05;2813.79;362.90;-3.42;1.06;-0.53;0.12;3.60;-0.53;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1317;Silvrettagletscher;A10g-05;408;2015-09-26;07:57:00;2016-09-23;09:58:00;801446.34;192819.68;2768.29;363.10;-3.09;0.68;-0.22;-0.77;3.18;-0.22;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1110;Silvrettagletscher;A10g-05;408;2015-09-26;10:46:00;2016-09-24;10:57:00;801519.06;191811.19;2930.07;364.00;-2.32;1.34;-0.65;None;2.69;-0.65;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1510;Silvrettagletscher;A10g-05;408;2015-09-26;10:50:00;2016-09-24;10:55:00;801525.04;191808.79;2931.12;364.00;-2.18;1.32;-0.70;-0.49;2.56;-0.70;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1611;Silvrettagletscher;A10g-05;408;2016-09-23;11:23:00;2017-09-29;14:47:00;800720.68;192206.43;2714.29;371.10;-0.57;0.65;-0.07;-1.83;0.85;-0.07;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1504;Silvrettagletscher;A10g-05;408;2016-09-23;10:38:00;2017-09-29;13:22:00;801726.58;192631.11;2813.32;371.10;-3.51;1.06;-0.47;-1.18;3.61;-0.46;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1504h;Silvrettagletscher;A10g-05;408;2016-09-23;10:41:00;2017-09-29;13:23:00;801725.72;192627.37;2813.42;371.10;-3.63;1.02;-0.55;None;3.71;-0.54;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1505;Silvrettagletscher;A10g-05;408;2016-09-23;09:33:00;2017-09-29;12:27:00;801069.63;192690.79;2709.54;371.10;-4.46;2.06;-0.71;-1.66;4.84;-0.70;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1506;Silvrettagletscher;A10g-05;408;2016-09-23;09:09:00;2017-09-29;11:47:00;800512.28;192890.48;2607.75;371.10;-2.65;0.56;-0.04;-2.39;2.67;-0.04;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1607;Silvrettagletscher;A10g-05;408;2016-09-23;08:36:00;2017-09-30;13:42:00;800165.90;192870.12;2556.06;372.20;-0.90;-0.11;0.06;-2.70;0.89;0.06;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1608;Silvrettagletscher;A10g-05;408;2016-09-23;07:58:00;2017-09-29;09:08:00;799828.99;192747.02;2510.92;371.00;-1.00;-0.12;-0.56;-3.47;0.99;-0.55;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1609;Silvrettagletscher;A10g-05;408;2016-09-23;14:52:00;2017-09-29;09:59:00;799704.01;192734.22;2484.16;370.80;-0.95;0.34;-1.14;-4.27;0.99;-1.12;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1512;Silvrettagletscher;A10g-05;408;2016-09-23;13:37:00;2017-09-29;11:06:00;800403.46;192586.88;2582.52;370.90;-3.32;1.09;-0.84;-2.87;3.44;-0.83;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1613;Silvrettagletscher;A10g-05;408;2016-09-23;13:57:00;2017-09-29;10:34:00;799965.00;192611.02;2523.95;370.90;-1.70;-0.13;-0.18;-4.56;1.68;-0.18;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1615;Silvrettagletscher;A10g-05;408;2016-09-23;12:42:00;2017-09-29;15:15:00;801163.01;191987.01;2848.67;371.10;-3.18;1.45;-0.66;-1.33;3.44;-0.65;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1516;Silvrettagletscher;A10g-05;408;2016-09-23;11:02:00;2017-09-29;14:07:00;801335.37;192373.72;2759.91;371.10;-5.80;2.65;-0.48;-1.12;6.28;-0.47;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1617;Silvrettagletscher;A10g-05;408;2016-09-23;10:01:00;2017-09-29;12:52:00;801453.01;192817.99;2768.46;371.10;-2.91;0.72;-0.28;-1.25;2.95;-0.28;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1518;Silvrettagletscher;A10g-05;408;2016-09-23;13:19:00;2017-09-29;15:40:00;800762.26;192542.71;2680.56;371.10;-4.76;1.59;-0.91;-2.00;4.94;-0.90;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1603;Silvrettagletscher;A10g-05;408;2016-09-24;11:37:00;2017-09-30;11:37:00;801783.01;192252.02;2900.36;371.00;-3.91;5.31;-3.00;-0.72;6.49;-2.95;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1602;Silvrettagletscher;A10g-05;408;2016-09-24;09:07:00;2017-09-30;08:50:00;801927.00;192023.00;2952.14;371.00;-4.15;2.54;-1.42;-1.03;4.79;-1.40;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1601h;Silvrettagletscher;A10g-05;408;2016-09-24;10:26:00;2017-09-30;10:11:00;801837.77;191727.83;2975.84;371.00;-0.91;0.55;-0.69;-1.10;1.05;-0.68;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1601;Silvrettagletscher;A10g-05;408;2016-09-24;10:22:00;2017-09-30;10:10:00;801840.00;191729.02;2976.05;371.00;-0.89;0.62;-0.62;-1.22;1.07;-0.61;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1110;Silvrettagletscher;A10g-05;408;2016-09-24;10:57:00;2017-09-30;10:49:00;801516.74;191812.53;2929.46;371.00;-2.37;1.32;-0.50;-1.21;2.67;-0.49;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1510;Silvrettagletscher;A10g-05;408;2016-09-24;10:55:00;2017-09-30;10:48:00;801522.86;191810.11;2930.33;371.00;-2.25;1.31;-0.87;None;2.56;-0.86;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1518;Silvrettagletscher;A10g-05;408;2017-09-29;15:40:00;2018-09-08;11:07:00;800757.50;192544.30;2677.90;343.80;-4.13;1.53;-0.71;-2.01;4.68;-0.75;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1706;Silvrettagletscher;A10g-05;408;2017-09-29;11:48:00;2018-09-08;10:03:00;800514.96;192890.01;2605.70;343.90;-2.26;0.24;0.04;-2.78;2.41;0.04;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1611;Silvrettagletscher;A10g-05;408;2017-09-29;14:47:00;2018-09-08;11:45:00;800720.11;192207.08;2712.23;343.90;-0.63;0.58;-0.06;-1.82;0.91;-0.06;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1708;Silvrettagletscher;A10g-05;408;2017-09-29;09:48:00;2018-09-08;07:35:00;799831.19;192746.42;2507.66;343.90;-0.46;-0.46;-1.23;-4.34;0.69;-1.31;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1709;Silvrettagletscher;A10g-05;408;2017-09-29;10:00:00;2018-09-08;08:02:00;799713.37;192737.44;2482.64;343.90;-0.43;-0.07;-1.03;-4.37;0.46;-1.09;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1504;Silvrettagletscher;A10g-05;408;2017-09-29;13:22:00;2018-09-10;13:44:00;801723.07;192632.17;2811.67;346.00;-3.30;0.89;-0.31;-1.64;3.61;-0.33;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1704h;Silvrettagletscher;A10g-05;408;2017-09-29;13:26:00;2018-09-10;13:45:00;801729.20;192626.64;2812.66;346.00;-3.14;0.97;-0.34;None;3.47;-0.36;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1505;Silvrettagletscher;A10g-05;408;2017-09-29;12:27:00;2018-09-08;10:38:00;801065.17;192692.85;2707.12;343.90;-4.03;1.62;-0.69;-2.17;4.61;-0.73;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1712;Silvrettagletscher;A10g-05;408;2017-09-29;11:08:00;2018-09-08;09:37:00;800406.02;192587.03;2580.22;343.90;-2.47;0.46;-0.64;-2.89;2.67;-0.68;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1713;Silvrettagletscher;A10g-05;408;2017-09-29;10:37:00;2018-09-08;08:33:00;799971.02;192615.12;2521.38;343.90;-1.07;-0.11;-0.22;-4.36;1.14;-0.23;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1615;Silvrettagletscher;A10g-05;408;2017-09-29;15:15:00;2018-09-08;12:33:00;801159.83;191988.46;2846.46;343.90;-3.01;1.20;-0.49;-1.98;3.44;-0.52;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1716;Silvrettagletscher;A10g-05;408;2017-09-29;14:09:00;2018-09-08;13:13:00;801339.98;192371.03;2759.41;344.00;-5.26;2.19;-0.41;-1.81;6.05;-0.44;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1617;Silvrettagletscher;A10g-05;408;2017-09-29;12:52:00;2018-09-10;14:10:00;801450.10;192818.71;2766.82;346.10;-2.80;0.60;-0.07;-1.01;3.02;-0.07;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1710;Silvrettagletscher;A10g-05;408;2017-09-30;10:53:00;2018-09-10;12:29:00;801517.45;191812.65;2928.28;345.10;-1.99;1.10;-0.48;-1.65;2.41;-0.51;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1701;Silvrettagletscher;A10g-05;408;2017-09-30;10:12:00;2018-09-10;11:41:00;801840.01;191728.99;2974.83;345.10;-0.79;0.61;-0.63;-1.76;1.06;-0.67;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1701h;Silvrettagletscher;A10g-05;408;2017-09-30;10:13:00;2018-09-10;11:41:00;801838.24;191726.96;2974.74;345.10;-0.82;0.74;-0.40;-1.71;1.17;-0.42;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1702;Silvrettagletscher;A10g-05;408;2017-09-30;09:49:00;2018-09-10;11:07:00;801922.02;192025.64;2950.01;345.10;-3.90;2.40;-1.35;-2.15;4.85;-1.43;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1703;Silvrettagletscher;A10g-05;408;2017-09-30;11:47:00;2018-09-10;13:12:00;801786.01;192291.99;2887.47;345.10;-2.87;3.85;-3.84;-1.57;5.08;-4.06;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1707;Silvrettagletscher;A10g-05;408;2017-09-30;13:44:00;2018-09-08;09:06:00;800166.03;192869.52;2553.23;342.80;-1.01;-0.04;-0.09;-3.13;1.08;-0.10;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1808;Silvrettagletscher;A10g-05;408;2018-09-08;07:38:00;2019-09-20;08:14:00;799832.04;192744.98;2503.70;377.00;-0.92;-0.29;-1.01;-4.42;0.93;-0.98;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1809;Silvrettagletscher;A10g-05;408;2018-09-08;08:05:00;2019-09-20;15:39:00;799717.40;192738.93;2479.37;377.30;-0.77;-0.94;-2.60;None;1.18;-2.52;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1805;Silvrettagletscher;A10g-05;408;2018-09-08;10:40:00;2019-09-20;11:07:00;801074.69;192688.68;2706.53;377.00;-3.97;1.94;-0.61;-1.73;4.28;-0.59;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1813;Silvrettagletscher;A10g-05;408;2018-09-08;08:50:00;2019-09-20;08:46:00;799974.30;192614.30;2517.73;377.00;-1.23;-0.18;-0.19;-4.45;1.20;-0.18;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1815;Silvrettagletscher;A10g-05;408;2018-09-08;12:35:00;2019-09-20;13:00:00;801162.98;191986.99;2845.36;377.00;-3.13;1.27;-0.52;-1.77;3.27;-0.50;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1816;Silvrettagletscher;A10g-05;408;2018-09-08;13:15:00;2019-09-20;13:48:00;801340.90;192371.47;2757.81;377.00;-5.22;2.37;-0.39;-1.21;5.55;-0.38;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1818;Silvrettagletscher;A10g-05;408;2018-09-08;11:11:00;2019-09-20;11:31:00;800765.38;192537.87;2677.18;377.00;-4.04;1.32;-0.85;-2.18;4.12;-0.82;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1807;Silvrettagletscher;A10g-05;408;2018-09-08;09:07:00;2019-09-20;09:17:00;800165.00;192872.01;2549.94;377.00;-0.98;-0.07;0.03;-3.09;0.95;0.03;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1812;Silvrettagletscher;A10g-05;408;2018-09-08;09:40:00;2019-09-20;09:56:00;800408.09;192587.53;2577.77;377.00;-2.87;0.80;-0.72;-3.10;2.89;-0.70;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1811;Silvrettagletscher;A10g-05;408;2018-09-08;11:47:00;2019-09-20;11:57:00;800718.37;192206.15;2710.30;377.00;-0.45;0.55;0.02;-1.99;0.69;0.02;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1806;Silvrettagletscher;A10g-05;408;2018-09-08;10:05:00;2019-09-20;10:30:00;800514.66;192890.87;2603.08;377.00;-2.56;0.24;0.08;-2.71;2.49;0.08;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1801;Silvrettagletscher;A10g-05;408;2018-09-10;11:43:00;2019-09-21;11:52:00;801839.97;191729.02;2973.07;376.00;-0.83;0.50;-0.44;-1.17;0.94;-0.43;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1710;Silvrettagletscher;A10g-05;408;2018-09-10;12:29:00;2019-09-21;12:28:00;801515.46;191813.75;2926.38;376.00;-2.20;1.20;-0.43;None;2.43;-0.42;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1810;Silvrettagletscher;A10g-05;408;2018-09-10;12:31:00;2019-09-21;12:27:00;801530.07;191804.97;2928.52;376.00;-2.15;1.27;-0.51;-1.15;2.43;-0.50;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1801h;Silvrettagletscher;A10g-05;408;2018-09-10;11:44:00;2019-09-21;11:52:00;801838.38;191726.44;2973.03;376.00;-0.82;0.59;-0.56;-1.15;0.98;-0.54;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1802;Silvrettagletscher;A10g-05;408;2018-09-10;11:11:00;2019-09-21;11:18:00;801928.71;192020.69;2949.55;376.00;-3.80;2.21;-1.36;-1.53;4.27;-1.32;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1703;Silvrettagletscher;A10g-05;408;2018-09-10;13:12:00;2019-09-21;13:13:00;801783.14;192295.84;2884.34;376.00;-2.82;3.86;-2.20;-1.31;4.64;-2.14;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1804;Silvrettagletscher;A10g-05;408;2018-09-10;13:47:00;2019-09-20;14:14:00;801727.64;192632.48;2810.80;375.00;-3.22;1.06;-0.36;-1.53;3.30;-0.35;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1617;Silvrettagletscher;A10g-05;408;2018-09-10;14:10:00;2019-09-20;14:40:00;801447.30;192819.31;2765.34;375.00;-2.94;0.60;-0.10;-1.50;2.92;-0.10;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1804h;Silvrettagletscher;A10g-05;408;2019-09-20;14:21:00;2020-09-13;09:06:00;801720.91;192632.74;2808.26;358.80;-3.43;0.96;-0.56;None;3.63;-0.57;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1805;Silvrettagletscher;A10g-05;408;2019-09-20;11:07:00;2020-09-13;12:59:00;801070.72;192690.62;2704.01;359.10;-3.64;1.59;-0.58;-1.40;4.04;-0.59;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
