Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
1501;Glacier du Giétro;B82-14;367;2016-09-13;07:40:00;2017-09-21;07:40:00;596144.25;92347.79;3299.90;373.00;1.64;2.10;-0.52;-2.33;2.61;-0.51;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1605;Glacier du Giétro;B82-14;367;2016-09-13;09:45:00;2017-09-21;09:45:00;595624.64;94164.15;3052.77;373.00;-13.75;8.91;-0.29;-2.05;16.04;-0.28;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
16102;Glacier du Giétro;B82-14;367;2016-09-13;12:15:00;2017-09-21;12:15:00;594625.98;94517.38;2820.62;373.00;-16.91;-9.07;-7.67;-4.05;18.79;-7.51;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
16103;Glacier du Giétro;B82-14;367;2016-09-13;13:05:00;2017-09-21;13:05:00;594479.48;94451.25;2764.71;373.00;-11.19;-6.73;-2.31;None;12.79;-2.26;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
16107;Glacier du Giétro;B82-14;367;2016-09-13;11:45:00;2017-09-21;11:45:00;594853.55;94545.85;2917.55;373.00;-26.43;-4.19;-11.69;None;26.20;-11.45;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1701;Glacier du Giétro;B82-14;367;2017-09-21;08:09:00;2018-09-17;08:09:00;596142.92;92346.03;3297.71;361.00;0.90;1.69;-0.32;-0.28;1.94;-0.32;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1704;Glacier du Giétro;B82-14;367;2017-09-21;10:18:00;2018-09-16;10:18:00;596210.89;93399.91;3184.28;361.00;-6.33;9.51;-0.38;-0.42;11.56;-0.38;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1702;Glacier du Giétro;B82-14;367;2017-09-21;08:48:00;2018-09-16;08:48:00;596604.73;92834.98;3246.13;361.00;-2.00;7.38;-0.68;0.17;7.74;-0.69;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
17107;Glacier du Giétro;B82-14;367;2017-09-21;12:59:00;2018-09-16;12:59:00;594835.65;94550.01;2906.57;361.00;-24.14;-5.47;-9.72;None;25.06;-9.84;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
17103;Glacier du Giétro;B82-14;367;2017-09-21;13:52:00;2018-09-16;13:52:00;594487.56;94461.78;2763.91;361.00;-10.48;-5.88;-3.27;-4.26;12.16;-3.31;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
17102;Glacier du Giétro;B82-14;367;2017-09-21;13:32:00;2018-09-16;13:32:00;594625.13;94519.65;2816.57;361.00;-16.23;-8.69;-6.53;None;18.63;-6.61;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1705;Glacier du Giétro;B82-14;367;2017-09-21;11:07:00;2018-09-16;11:07:00;595624.99;94164.75;3050.72;361.00;-14.44;8.73;0.18;-0.65;17.08;0.18;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1702;Glacier du Giétro;B82-14;367;2018-09-17;07:30:00;2019-09-27;07:30:00;596602.73;92842.37;3245.76;375.00;-1.62;7.89;-0.48;-0.60;7.85;-0.47;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1701;Glacier du Giétro;B82-14;367;2018-09-17;07:06:00;2019-09-27;07:06:00;596143.82;92347.73;3297.43;375.00;1.52;1.90;-0.21;None;2.37;-0.20;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
18107;Glacier du Giétro;B82-14;367;2018-09-17;09:18:00;2019-09-27;09:18:00;594859.83;94557.15;2916.50;375.00;-25.57;-4.90;-11.40;-2.90;25.36;-11.10;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
18102;Glacier du Giétro;B82-14;367;2018-09-17;10:17:00;2019-09-27;10:17:00;594615.64;94515.23;2808.25;375.00;-15.99;-10.18;-7.59;None;18.46;-7.39;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
18101;Glacier du Giétro;B82-14;367;2018-09-17;09:50:00;2019-09-27;09:50:00;594736.74;94535.54;2866.44;375.00;-25.73;-7.35;-5.83;None;26.06;-5.68;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1805;Glacier du Giétro;B82-14;367;2018-09-17;08:29:00;2019-09-27;08:29:00;595625.54;94166.26;3050.07;375.00;-13.60;8.73;0.06;-1.30;15.74;0.06;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1704;Glacier du Giétro;B82-14;367;2018-09-17;07:58:00;2019-09-27;07:58:00;596204.56;93409.41;3183.16;375.00;-5.76;9.72;-0.09;-1.45;11.00;-0.09;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
19107;Glacier du Giétro;B82-14;367;2019-09-27;09:49:00;2020-09-08;09:49:00;594858.77;94560.31;2913.33;347.00;-22.02;-4.60;-8.98;-1.89;23.68;-9.45;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
19101;Glacier du Giétro;B82-14;367;2019-09-27;10:16:00;2020-09-08;10:16:00;594739.59;94533.14;2863.73;347.00;-21.51;-6.21;-4.55;-1.31;23.57;-4.79;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1905;Glacier du Giétro;B82-14;367;2019-09-27;09:09:00;2020-09-08;09:09:00;595627.65;94165.26;3048.78;347.00;-10.84;7.55;-0.61;-1.71;13.90;-0.64;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1904;Glacier du Giétro;B82-14;367;2019-09-27;08:33:00;2020-09-08;08:33:00;596210.31;93399.70;3182.42;347.00;-4.48;8.35;-1.17;-0.77;9.97;-1.23;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1702;Glacier du Giétro;B82-14;367;2019-09-27;07:50:00;2020-09-08;07:50:00;596601.11;92850.26;3244.58;347.00;-0.68;7.31;-1.15;-0.51;7.73;-1.21;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1901;Glacier du Giétro;B82-14;367;2019-09-27;07:21:00;2020-09-08;07:21:00;596149.03;92349.93;3295.59;347.00;1.99;1.47;-0.99;-0.35;2.60;-1.04;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
19102;Glacier du Giétro;B82-14;367;2019-09-27;10:41:00;2020-09-08;10:41:00;594603.37;94507.00;2797.17;347.00;-11.34;-7.96;-4.36;-4.75;14.58;-4.59;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
20102;Glacier du Giétro;B82-14;367;2020-09-08;09:58:00;2021-09-14;09:58:00;594622.79;94506.14;2799.52;371.00;-10.10;-6.73;-3.70;-3.45;11.95;-3.64;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
20101;Glacier du Giétro;B82-14;367;2020-09-08;09:33:00;2021-09-14;09:33:00;594736.62;94535.16;2861.23;371.00;-19.88;-6.12;-4.19;-1.38;20.47;-4.12;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2005;Glacier du Giétro;B82-14;367;2020-09-08;08:22:00;2021-09-14;08:22:00;595625.03;94164.99;3047.07;371.00;-12.03;7.66;-0.03;-0.69;14.04;-0.03;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1904;Glacier du Giétro;B82-14;367;2020-09-08;07:53:00;2021-09-14;07:53:00;596205.83;93408.05;3181.11;371.00;-5.48;9.61;-0.21;-0.68;10.89;-0.21;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2002;Glacier du Giétro;B82-14;367;2020-09-08;07:26:00;2021-09-14;07:26:00;596604.97;92835.03;3245.19;371.00;-1.64;7.69;-0.67;-0.26;7.74;-0.66;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1901;Glacier du Giétro;B82-14;367;2020-09-08;07:04:00;2021-09-14;07:04:00;596151.02;92351.40;3294.60;371.00;1.39;1.91;-0.50;-0.36;2.33;-0.49;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
20107;Glacier du Giétro;B82-14;367;2020-09-08;09:06:00;2021-09-14;09:06:00;594855.89;94559.39;2909.68;371.00;-20.71;-4.57;-8.55;-1.39;20.87;-8.42;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
21101;Glacier du Giétro;B82-14;367;2021-09-14;10:49:00;2022-09-01;10:49:00;594735.09;94537.64;2859.20;352.00;-18.15;-5.87;-3.76;-4.64;19.79;-3.90;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
21102;Glacier du Giétro;B82-14;367;2021-09-14;11:15:00;2022-07-19;11:15:00;594627.83;94507.36;2798.82;308.00;-11.83;-23.36;None;None;31.05;None;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
21107;Glacier du Giétro;B82-14;367;2021-09-14;10:29:00;2022-09-01;10:29:00;594849.46;94550.08;2904.84;352.00;-17.86;-3.72;-8.25;-4.58;18.93;-8.56;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
1901;Glacier du Giétro;B82-14;367;2021-09-14;07:47:00;2022-09-01;07:47:00;596152.41;92353.31;3294.04;352.00;1.50;1.36;-0.44;-3.00;2.10;-0.46;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2002;Glacier du Giétro;B82-14;367;2021-09-14;08:12:00;2022-09-01;08:12:00;596603.32;92842.72;3244.44;352.00;-1.24;6.84;-0.22;-3.04;7.21;-0.23;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2104;Glacier du Giétro;B82-14;367;2021-09-14;08:45:00;2022-09-01;08:45:00;596211.26;93399.59;3181.05;352.00;-4.99;8.55;-0.42;-3.19;10.27;-0.44;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2105;Glacier du Giétro;B82-14;367;2021-09-14;09:22:00;2022-09-01;09:22:00;595624.24;94164.98;3046.39;352.00;-11.11;7.14;-0.10;-3.15;13.70;-0.10;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2204;Glacier du Giétro;B82-14;367;2022-09-01;09:16:00;2023-09-12;08:40:00;596211.23;93401.22;3177.99;376.00;-5.35;8.33;-0.36;-1.92;9.62;-0.35;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2205;Glacier du Giétro;B82-14;367;2022-09-01;09:49:00;2023-09-12;09:21:00;595625.68;94164.65;3043.34;376.00;-10.83;6.90;-0.03;-2.56;12.47;-0.03;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
22107;Glacier du Giétro;B82-14;367;2022-09-01;10:58:00;2023-09-12;10:27:00;594855.02;94544.99;2903.23;376.00;-13.66;4.87;-8.42;-5.35;14.08;-8.18;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
22101;Glacier du Giétro;B82-14;367;2022-09-01;11:24:00;2023-09-12;10:55:00;594748.10;94533.59;2857.95;376.00;-17.60;-5.59;-4.42;-4.27;17.94;-4.30;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2202;Glacier du Giétro;B82-14;367;2022-09-01;08:39:00;2023-09-12;08:02:00;596604.71;92841.89;3241.45;376.00;-1.22;6.69;-0.64;-1.99;6.61;-0.63;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETHZ_Bauder;Bauder; Andreas
2201;Glacier du Giétro;B82-14;367;2022-09-01;08:07:00;2023-09-12;07:25:00;596142.99;92345.99;3291.88;376.00;1.12;1.54;-0.23;-2.03;1.85;-0.22;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2302;Glacier du Giétro;B82-14;367;2023-09-12;08:06:00;2024-09-10;07:37:00;596612.58;92842.25;3239.53;364.00;-1.08;5.88;-0.70;-1.72;6.00;-0.70;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2301;Glacier du Giétro;B82-14;367;2023-09-12;07:28:00;2024-09-10;07:00:00;596141.02;92345.33;3289.89;364.00;1.48;1.28;0.28;-2.23;1.96;0.28;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
22107;Glacier du Giétro;B82-14;367;2023-09-12;10:27:00;2024-09-10;10:06:00;594841.36;94549.86;2890.15;364.00;-14.83;-2.17;None;-3.04;15.04;None;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
23101;Glacier du Giétro;B82-14;367;2023-09-12;11:19:00;2024-09-10;10:47:00;594751.75;94527.47;2856.04;364.00;-12.65;-4.33;-3.32;-4.41;13.42;-3.33;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2305;Glacier du Giétro;B82-14;367;2023-09-12;09:24:00;2024-09-10;08:52:00;595622.77;94161.82;3040.83;364.00;-9.43;6.16;0.62;-2.56;11.30;0.62;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
2304;Glacier du Giétro;B82-14;367;2023-09-12;08:42:00;2024-09-10;08:14:00;596211.01;93399.88;3175.86;364.00;-4.24;7.61;-0.48;-2.20;8.74;-0.48;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
24101;Glacier du Giétro;B82-14;367;2024-09-10;10:58:00;2025-09-11;09:34:00;594789.80;94523.60;2866.06;365.94;-9.96;-2.19;-2.40;-3.80;10.18;-2.40;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
24107;Glacier du Giétro;B82-14;367;2024-09-10;10:34:00;2025-09-11;09:16:00;594859.85;94521.85;2900.36;365.95;-12.11;-1.40;-6.90;-4.50;12.16;-6.89;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
2402;Glacier du Giétro;B82-14;367;2024-09-10;07:43:00;2025-09-11;07:27:00;596605.04;92833.98;3238.18;365.99;-0.41;5.40;0.12;None;5.41;0.12;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
2401;Glacier du Giétro;B82-14;367;2024-09-10;07:12:00;2025-09-11;07:08:00;596141.73;92345.07;3287.62;366.00;1.07;1.22;-0.07;-0.70;1.62;-0.07;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
2404;Glacier du Giétro;B82-14;367;2024-09-10;08:20:00;2025-09-11;07:56:00;596211.55;93399.94;3173.66;365.98;-4.48;7.38;0.00;-1.00;8.62;0.00;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
2405;Glacier du Giétro;B82-14;367;2024-09-10;08:59:00;2025-09-11;08:29:00;595623.54;94166.32;3038.11;365.98;-8.83;5.73;0.21;-1.41;10.50;0.21;stake;GPS differential (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Andreas Bauder;
720;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588736.00;94339.00;2470.00;339.00;None;None;None;0.20;31.35;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
627;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589062.00;92921.00;2650.00;339.00;None;None;None;0.90;39.87;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
626;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589145.00;92966.00;2655.00;339.00;None;None;None;0.90;43.42;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
625;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589230.00;93012.00;2655.00;339.00;None;None;None;1.10;45.47;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
624;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589312.00;93057.00;2655.00;339.00;None;None;None;1.20;46.81;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
623;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589392.00;93101.00;2650.00;339.00;None;None;None;1.10;46.92;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
622;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589494.00;93157.00;2650.00;339.00;None;None;None;1.00;46.22;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
621;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589577.00;93202.00;2650.00;339.00;None;None;None;1.20;44.23;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
620;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;589670.00;93253.00;2640.00;339.00;None;None;None;1.20;39.76;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
725;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588273.00;94207.00;2470.00;339.00;None;None;None;-0.10;21.33;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
724;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588357.00;94231.00;2460.00;339.00;None;None;None;0.10;32.86;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
723;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588450.00;94257.00;2460.00;339.00;None;None;None;0.10;37.06;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
722;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588554.00;94287.00;2470.00;339.00;None;None;None;0.20;39.87;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
721;Glacier de Corbassière;B83-03;366;1967-10-16;00:00:00;1968-09-19;00:00:00;588650.00;94315.00;2475.00;339.00;None;None;None;0.50;39.65;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
622;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589494.00;93157.00;2650.00;392.00;None;None;None;0.40;43.89;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
620;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589670.00;93253.00;2640.00;392.00;None;None;None;0.30;37.08;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
621;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589577.00;93202.00;2650.00;392.00;None;None;None;0.30;41.37;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
623;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589392.00;93101.00;2650.00;392.00;None;None;None;0.60;45.19;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
624;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589312.00;93057.00;2655.00;392.00;None;None;None;0.60;44.91;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
625;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589230.00;93012.00;2655.00;392.00;None;None;None;0.90;44.07;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
626;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589145.00;92966.00;2655.00;392.00;None;None;None;0.70;42.77;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
627;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;589062.00;92921.00;2650.00;392.00;None;None;None;0.90;39.23;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
720;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588736.00;94339.00;2470.00;392.00;None;None;None;-0.60;33.73;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
721;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588650.00;94315.00;2475.00;392.00;None;None;None;-0.40;41.74;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
722;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588554.00;94287.00;2470.00;392.00;None;None;None;-0.30;41.56;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
723;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588450.00;94257.00;2460.00;392.00;None;None;None;-0.30;38.11;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
724;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588357.00;94231.00;2460.00;392.00;None;None;None;0.40;33.26;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
725;Glacier de Corbassière;B83-03;366;1968-09-19;00:00:00;1969-10-16;00:00:00;588273.00;94207.00;2470.00;392.00;None;None;None;2.90;22.55;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
625;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589230.00;93012.00;2655.00;364.00;None;None;None;1.10;40.14;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
621;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589577.00;93202.00;2650.00;364.00;None;None;None;0.70;36.07;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
624;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589312.00;93057.00;2655.00;364.00;None;None;None;1.00;41.14;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
622;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589494.00;93157.00;2650.00;364.00;None;None;None;0.70;39.33;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
623;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589392.00;93101.00;2650.00;364.00;None;None;None;0.50;41.24;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
620;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;589670.00;93253.00;2640.00;364.00;None;None;None;0.10;31.51;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
725;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588273.00;94207.00;2470.00;364.00;None;None;None;1.60;21.07;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
724;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588357.00;94231.00;2460.00;364.00;None;None;None;1.80;35.62;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
723;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588450.00;94257.00;2460.00;364.00;None;None;None;2.20;40.14;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
722;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588554.00;94287.00;2470.00;364.00;None;None;None;2.20;43.15;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
721;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588650.00;94315.00;2475.00;364.00;None;None;None;2.60;43.15;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
720;Glacier de Corbassière;B83-03;366;1969-10-16;00:00:00;1970-10-15;00:00:00;588736.00;94339.00;2470.00;364.00;None;None;None;3.10;34.22;None;stone/flag;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
