stake_name,glacier_name,SGI_ID,WGMS_ID,date_from,time_from,date_to,time_to,latitude_from,longitude_from,altitude_from,d_t,d_x,d_y,d_z,ablation_m,velocity_xy,velocity_z
2016,Silvrettagletscher,A10g-05,408,2021-09-17,13:25:00,2022-09-11,17:34:00,801335.25,192373.21,2755.31,359.2,-4.14,1.67,-0.29,-3.42,4.54,-0.29
2015,Silvrettagletscher,A10g-05,408,2021-09-17,14:10:00,2022-09-11,08:29:00,801160.01,191988.82,2840.69,359.8,-2.73,0.82,-0.42,-3.19,2.89,-0.43
2112,Silvrettagletscher,A10g-05,408,2021-09-17,15:10:00,2022-09-10,13:15:00,800405.75,192584.84,2569.4,358.9,-1.15,0.56,-0.72,-5.29,1.3,-0.73
2011,Silvrettagletscher,A10g-05,408,2021-09-17,13:43:00,2022-09-11,07:51:00,800718.79,192205.26,2705.74,359.8,-0.66,0.31,-0.52,-3.94,0.74,-0.53
2108,Silvrettagletscher,A10g-05,408,2021-09-17,10:05:00,2022-09-11,12:08:00,799826.99,192741.37,2491.35,359.1,0.06,0.11,-1.15,-6.08,0.13,-1.17
2107,Silvrettagletscher,A10g-05,408,2021-09-17,10:59:00,2022-09-12,10:59:00,800164.75,192871.77,2541.48,360.2,-0.23,-0.13,-0.29,-5.26,0.27,-0.29
2106,Silvrettagletscher,A10g-05,408,2021-09-17,11:28:00,2022-09-11,13:58:00,800517.09,192888.42,2596.08,359.1,-1.7,0.03,-0.35,-4.69,1.73,-0.36
2005,Silvrettagletscher,A10g-05,408,2021-09-17,12:01:00,2022-09-11,14:50:00,801071.78,192690.76,2701.64,359.1,-3.02,1.04,-0.59,-3.98,3.25,-0.6
2004,Silvrettagletscher,A10g-05,408,2021-09-17,12:58:00,2022-09-11,16:04:00,801727.38,192631.64,2807.86,359.1,-2.86,0.8,-0.39,-3.47,3.02,-0.4
2102,Silvrettagletscher,A10g-05,408,2021-09-18,10:23:00,2022-09-12,11:28:00,801926.98,192023.0,2947.23,359.0,-4.69,0.62,-1.13,-3.55,4.81,-1.15
2103,Silvrettagletscher,A10g-05,408,2021-09-18,12:23:00,2022-09-11,16:47:00,801785.98,192292.0,2884.09,358.2,-2.7,3.95,-2.44,-3.58,4.88,-2.49
1810,Silvrettagletscher,A10g-05,408,2021-09-18,11:45:00,2022-09-11,09:28:00,801524.0,191808.52,2925.87,358.9,-1.85,1.01,-0.3,-3.03,2.15,-0.31
1910,Silvrettagletscher,A10g-05,408,2021-09-18,11:46:00,2022-09-11,09:27:00,801526.17,191807.31,2926.1,358.9,-0.17,2.12,-0.67,-3.03,2.16,-0.68
1901,Silvrettagletscher,A10g-05,408,2021-09-18,11:22:00,2022-09-12,10:27:00,801838.45,191730.04,2970.94,359.0,-1.9,1.3,-0.41,-3.42,2.34,-0.42
2205,Silvrettagletscher,A10g-05,408,2022-09-11,14:47:00,2023-09-18,08:40:00,801072.91,192689.3,2697.97,371.75,-2.57,1.07,-0.86,-3.14,2.74,-0.84
2206,Silvrettagletscher,A10g-05,408,2022-09-11,14:21:00,2023-09-18,09:13:00,800515.82,192889.29,2590.93,371.79,-1.45,0.42,-0.64,-4.02,1.48,-0.63
2208,Silvrettagletscher,A10g-05,408,2022-09-11,12:09:00,2023-09-17,08:22:00,799827.71,192742.8,2485.51,370.84,0.06,-0.13,-0.62,-5.32,0.14,-0.61
2217,Silvrettagletscher,A10g-05,408,2022-09-11,15:29:00,2023-09-18,08:01:00,801456.17,192817.56,2759.75,371.69,-1.74,0.74,-0.63,-3.01,1.86,-0.62
2216,Silvrettagletscher,A10g-05,408,2022-09-11,17:37:00,2023-09-18,08:24:00,801339.66,192371.65,2752.43,371.62,-3.92,1.53,-0.74,-2.62,4.14,-0.73
2213,Silvrettagletscher,A10g-05,408,2022-09-11,12:38:00,2023-09-17,08:44:00,799979.49,192628.01,2501.55,370.84,-0.64,-0.26,-0.46,-5.58,0.68,-0.45
2212,Silvrettagletscher,A10g-05,408,2022-09-11,13:19:00,2023-09-17,09:28:00,800406.58,192588.07,2563.93,370.84,-1.14,0.53,-1.04,-4.05,1.24,-1.02
2203,Silvrettagletscher,A10g-05,408,2022-09-11,16:53:00,2023-09-17,16:06:00,801780.7,192292.06,2880.25,370.97,-2.19,2.93,-1.33,-2.55,3.6,-1.31
1903,Silvrettagletscher,A10g-05,408,2022-09-11,17:01:00,2023-08-19,07:59:00,801777.16,192302.19,2877.23,341.62,-2.31,2.96,-1.52,,4.01,-1.63
2204,Silvrettagletscher,A10g-05,408,2022-09-11,16:07:00,2023-09-18,07:30:00,801734.77,192629.72,2805.53,371.64,-2.67,0.83,0.3,-2.43,2.75,0.29
2201o1,Silvrettagletscher,A10g-05,408,2022-09-12,10:12:00,2023-09-17,12:17:00,801812.45,191747.49,2963.76,370.09,-1.18,-0.26,-0.63,,1.19,-0.62
2201,Silvrettagletscher,A10g-05,408,2022-09-12,10:17:00,2023-09-17,12:13:00,801839.99,191729.01,2967.86,370.08,-0.52,0.31,-0.92,-2.69,0.6,-0.91
2211,Silvrettagletscher,A10g-05,408,2022-09-12,07:54:00,2023-09-17,10:35:00,800719.64,192206.46,2701.84,370.11,-0.24,0.12,-0.46,,0.26,-0.45
2210,Silvrettagletscher,A10g-05,408,2022-09-12,09:33:00,2023-09-17,11:35:00,801529.62,191805.04,2923.65,370.08,-1.62,0.99,-0.96,-2.45,1.87,-0.95
2215,Silvrettagletscher,A10g-05,408,2022-09-12,08:31:00,2023-09-17,11:11:00,801163.0,191986.99,2838.34,370.11,-2.47,1.11,-0.94,-2.57,2.67,-0.93
2218,Silvrettagletscher,A10g-05,408,2022-09-12,07:03:00,2023-09-17,10:03:00,800767.51,192540.84,2668.07,370.12,-2.8,0.82,-1.09,-3.03,2.88,-1.08
22HF,Silvrettagletscher,A10g-05,408,2022-09-12,13:27:00,2023-09-18,09:15:00,800523.45,192898.49,2592.09,370.83,-1.36,-0.11,-0.62,,1.34,-0.61
2207,Silvrettagletscher,A10g-05,408,2022-09-12,13:41:00,2023-09-18,09:50:00,800164.98,192872.02,2536.22,370.84,0.08,-0.03,-0.52,-4.52,0.08,-0.51
2202,Silvrettagletscher,A10g-05,408,2022-09-12,11:27:00,2023-09-17,13:16:00,801926.99,192023.02,2943.68,370.08,-2.93,1.71,-1.14,-2.79,3.35,-1.13
2201p,Silvrettagletscher,A10g-05,408,2022-09-12,10:44:00,2023-09-17,12:15:00,801837.25,191728.5,2967.41,370.06,-0.71,0.29,-1.23,,0.76,-1.21
2201o2,Silvrettagletscher,A10g-05,408,2022-09-12,10:14:00,2023-09-17,12:19:00,801797.8,191755.33,2961.56,370.09,-0.9,0.59,-0.69,,1.06,-0.68
2201h,Silvrettagletscher,A10g-05,408,2022-09-12,10:45:00,2023-09-17,12:14:00,801838.92,191726.62,2967.82,370.06,-0.46,0.3,-0.9,,0.54,-0.89
2218,Silvrettagletscher,A10g-05,408,2023-09-17,10:03:00,2024-09-22,09:52:00,800764.71,192541.66,2664.3,370.99,-2.54,0.68,-0.15,,2.59,-0.15
2215,Silvrettagletscher,A10g-05,408,2023-09-17,11:11:00,2024-09-22,11:13:00,801160.53,191988.1,2834.97,371.0,-2.73,0.84,-0.11,,2.81,-0.11
2210,Silvrettagletscher,A10g-05,408,2023-09-17,11:35:00,2024-09-22,11:44:00,801528.0,191806.03,2920.89,371.01,-1.65,0.98,0.0,,1.89,0.0
2211,Silvrettagletscher,A10g-05,408,2023-09-17,10:35:00,2024-09-22,10:23:00,800719.4,192206.58,2698.98,370.99,-0.3,0.57,-0.04,,0.63,-0.04
2312,Silvrettagletscher,A10g-05,408,2023-09-17,09:31:00,2024-09-22,09:13:00,800407.31,192585.49,2560.23,370.99,-0.95,0.64,-0.01,-3.2,1.13,-0.01
2318,Silvrettagletscher,A10g-05,408,2023-09-17,10:05:00,2024-09-22,09:51:00,800767.2,192541.22,2664.98,370.99,-2.61,0.7,-0.12,-2.43,2.66,-0.12
2313,Silvrettagletscher,A10g-05,408,2023-09-17,08:52:00,2024-09-22,08:39:00,799975.89,192627.21,2495.77,370.99,-0.35,-0.36,0.24,-4.21,0.49,0.24
2303,Silvrettagletscher,A10g-05,408,2023-09-17,16:22:00,2024-09-22,13:59:00,801795.11,192306.15,2874.94,370.9,-1.68,2.14,-0.66,-0.85,2.68,-0.65
2302,Silvrettagletscher,A10g-05,408,2023-09-17,13:20:00,2024-09-22,12:29:00,801928.96,192017.63,2941.86,370.96,-1.07,4.52,-0.51,-0.81,4.57,-0.5
2301b,Silvrettagletscher,A10g-05,408,2023-09-17,12:28:00,2024-09-22,12:08:00,801842.65,191728.68,2965.87,370.99,-0.52,0.41,0.22,-0.63,0.65,0.22
2301,Silvrettagletscher,A10g-05,408,2023-09-17,12:25:00,2024-09-22,12:06:00,801840.91,191729.11,2965.61,370.99,-0.5,0.38,0.18,-0.63,0.62,0.18
2308,Silvrettagletscher,A10g-05,408,2023-09-17,08:26:00,2024-09-22,08:11:00,799848.91,192754.82,2485.12,370.99,-0.31,-0.11,-0.5,-3.44,0.32,-0.49
2310,Silvrettagletscher,A10g-05,408,2023-09-17,11:44:00,2024-09-22,11:42:00,801527.05,191804.6,2920.96,371.0,-1.7,1.07,0.08,-0.94,1.98,0.08
2307,Silvrettagletscher,A10g-05,408,2023-09-18,09:54:00,2024-09-22,15:53:00,800164.26,192872.8,2531.69,370.25,0.14,-0.06,0.54,-3.11,0.15,0.53
2306,Silvrettagletscher,A10g-05,408,2023-09-18,09:39:00,2024-09-22,15:31:00,800518.22,192889.14,2587.0,370.24,-1.22,0.12,0.32,-3.38,1.21,0.32
2204,Silvrettagletscher,A10g-05,408,2023-09-18,07:30:00,2024-09-22,14:17:00,801732.1,192630.55,2802.63,370.28,-2.85,0.76,0.21,,2.91,0.21
2304h,Silvrettagletscher,A10g-05,408,2023-09-18,07:35:00,2024-09-22,14:18:00,801730.81,192626.78,2802.65,370.28,-2.7,0.84,0.22,,2.79,0.22
2216,Silvrettagletscher,A10g-05,408,2023-09-18,08:24:00,2024-09-22,13:16:00,801335.74,192373.18,2749.32,370.2,-3.54,1.91,-0.04,,3.97,-0.04
2304,Silvrettagletscher,A10g-05,408,2023-09-18,07:34:00,2024-09-22,14:16:00,801730.37,192629.57,2802.61,370.28,-2.72,0.77,0.17,-0.59,2.79,0.17
23HF,Silvrettagletscher,A10g-05,408,2023-09-18,09:41:00,2024-09-22,15:33:00,800519.79,192891.93,2587.35,370.24,-1.41,-0.01,0.33,,1.39,0.33
2217,Silvrettagletscher,A10g-05,408,2023-09-18,08:01:00,2024-09-22,14:40:00,801454.43,192818.3,2756.44,370.28,-2.06,0.36,-0.22,,2.06,-0.22
2205,Silvrettagletscher,A10g-05,408,2023-09-18,08:40:00,2024-09-22,15:04:00,801070.34,192690.37,2694.52,370.27,-2.36,1.1,-0.14,,2.57,-0.14
2406,Silvrettagletscher,A10g-05,408,2024-09-22,15:34:00,2025-09-19,14:08:00,800518.34,192890.13,2583.89,361.94,-1.22,-0.09,-0.11,-4.61,1.23,-0.11
2418,Silvrettagletscher,A10g-05,408,2024-09-22,09:57:00,2025-09-19,08:15:00,800768.02,192541.48,2662.68,361.93,-1.97,0.59,-0.44,-3.38,2.08,-0.44
2318,Silvrettagletscher,A10g-05,408,2024-09-22,09:51:00,2025-09-19,08:20:00,800764.59,192541.92,2662.16,361.94,-1.86,0.16,-0.54,,1.88,-0.54
2417,Silvrettagletscher,A10g-05,408,2024-09-22,14:42:00,2025-09-19,12:57:00,801455.41,192817.9,2755.7,361.93,-1.68,0.58,0.26,-2.76,1.79,0.26
2416,Silvrettagletscher,A10g-05,408,2024-09-22,13:19:00,2025-09-19,13:18:00,801340.0,192370.99,2748.66,362.0,-2.95,1.25,-0.18,-2.46,3.23,-0.18
2415,Silvrettagletscher,A10g-05,408,2024-09-22,11:15:00,2025-09-19,09:32:00,801163.0,191987.0,2833.99,361.93,-2.13,0.94,-0.33,-2.29,2.35,-0.33
2413,Silvrettagletscher,A10g-05,408,2024-09-22,08:46:00,2025-09-19,07:12:00,799980.12,192633.03,2493.47,361.93,-0.28,-0.38,-0.02,-5.43,0.48,-0.02
2412,Silvrettagletscher,A10g-05,408,2024-09-22,09:15:00,2025-09-19,07:46:00,800405.99,192586.98,2556.49,361.94,-0.63,0.61,-0.33,-4.24,0.88,-0.33
2411,Silvrettagletscher,A10g-05,408,2024-09-22,10:36:00,2025-09-19,08:50:00,800717.85,192204.64,2697.08,361.93,-0.16,0.18,0.14,-2.79,0.24,0.14
2310,Silvrettagletscher,A10g-05,408,2024-09-22,11:42:00,2025-09-19,10:08:00,801525.35,191805.67,2919.73,361.93,-1.44,0.83,-0.3,-1.77,1.68,-0.3
2408,Silvrettagletscher,A10g-05,408,2024-09-22,08:18:00,2025-09-19,06:52:00,799852.5,192754.84,2482.14,361.93,0.36,-0.4,-3.03,-8.73,0.54,-3.06
2407,Silvrettagletscher,A10g-05,408,2024-09-22,15:56:00,2025-09-19,14:46:00,800168.77,192872.03,2529.13,361.95,-0.12,0.02,-0.27,-4.73,0.12,-0.27
2405,Silvrettagletscher,A10g-05,408,2024-09-22,15:06:00,2025-09-19,13:40:00,801072.93,192687.51,2693.45,361.94,-1.97,1.04,-0.36,-2.82,2.25,-0.36
2404,Silvrettagletscher,A10g-05,408,2024-09-22,14:19:00,2025-09-19,12:25:00,801729.97,192629.97,2801.88,361.92,-2.38,0.66,-0.39,-2.09,2.49,-0.39
2304,Silvrettagletscher,A10g-05,408,2024-09-22,14:16:00,2025-09-19,12:26:00,801727.65,192630.34,2801.41,361.92,-2.28,0.68,-0.07,,2.4,-0.07
2303,Silvrettagletscher,A10g-05,408,2024-09-22,13:59:00,2025-09-19,11:59:00,801793.43,192308.29,2873.27,361.92,-1.43,1.89,-0.79,-1.58,2.39,-0.8
2302,Silvrettagletscher,A10g-05,408,2024-09-22,12:29:00,2025-09-19,11:20:00,801927.89,192022.15,2940.19,361.95,-2.5,1.55,-0.76,-1.79,2.97,-0.77
2301o,Silvrettagletscher,A10g-05,408,2024-09-22,12:12:00,2025-09-19,10:49:00,801864.68,191748.25,2966.9,361.94,-0.24,0.36,-0.21,,0.44,-0.21
2301b,Silvrettagletscher,A10g-05,408,2024-09-22,12:08:00,2025-09-19,10:38:00,801842.13,191729.09,2964.84,361.94,-0.55,0.34,-0.22,,0.65,-0.22
2301,Silvrettagletscher,A10g-05,408,2024-09-22,12:06:00,2025-09-19,10:40:00,801840.41,191729.49,2964.57,361.94,-0.65,0.39,0.01,-1.62,0.76,0.01
03P3,Grosser Aletschgletscher,B36-26,360,2004-04-21,13:03:00,2004-09-16,08:04:00,641833.63,154793.61,3341.08,147.8,5.58,-14.67,-3.39,,38.79,-8.38
04P3,Grosser Aletschgletscher,B36-26,360,2004-09-16,08:18:00,2005-10-09,10:45:00,641823.43,154807.86,3340.72,388.1,14.66,-33.61,-4.78,3.17,34.51,-4.5
04P3,Grosser Aletschgletscher,B36-26,360,2004-09-16,08:18:00,2005-05-26,11:46:00,641823.43,154807.86,3340.72,252.1,9.69,-21.46,-1.02,,34.11,-1.48
04P3,Grosser Aletschgletscher,B36-26,360,2005-05-26,11:46:00,2005-10-09,10:45:00,641833.12,154786.4,3343.78,136.0,4.97,-12.15,-3.76,,35.26,-10.1
05P3,Grosser Aletschgletscher,B36-26,360,2005-10-09,10:49:00,2006-10-11,11:45:00,641823.0,154808.05,3343.89,367.0,13.22,-30.79,-6.34,-1.15,33.35,-6.31
05P3,Grosser Aletschgletscher,B36-26,360,2005-10-09,10:49:00,2006-05-17,12:43:00,641823.0,154808.05,3343.89,220.1,8.05,-17.91,-3.78,,32.59,-6.27
05P3,Grosser Aletschgletscher,B36-26,360,2006-05-17,12:43:00,2006-10-11,11:45:00,641831.05,154790.14,3343.25,147.0,5.17,-12.88,-2.56,,34.48,-6.36
06P3,Grosser Aletschgletscher,B36-26,360,2006-10-11,11:53:00,2007-05-19,11:49:00,641823.0,154808.09,3342.74,220.0,8.61,-17.7,-3.52,,32.68,-5.84
06P3,Grosser Aletschgletscher,B36-26,360,2006-10-11,11:53:00,2007-10-07,11:25:00,641823.0,154808.09,3342.74,361.0,14.2,-30.0,-5.7,0.33,33.58,-5.77
06P3,Grosser Aletschgletscher,B36-26,360,2007-05-19,11:49:00,2007-10-07,11:25:00,641831.61,154790.39,3342.63,141.0,5.59,-12.3,-2.18,,35.0,-5.65
07P3,Grosser Aletschgletscher,B36-26,360,2007-10-07,11:45:00,2008-10-10,11:51:00,641825.02,154810.03,3343.07,369.0,13.82,-31.76,-8.41,-0.87,34.28,-8.32
07P3,Grosser Aletschgletscher,B36-26,360,2007-10-07,11:45:00,2008-06-01,12:03:00,641825.02,154810.03,3343.07,238.0,8.88,-20.19,-4.3,,33.85,-6.6
07P3,Grosser Aletschgletscher,B36-26,360,2008-06-01,12:03:00,2008-10-10,11:51:00,641833.9,154789.84,3342.5,131.0,4.94,-11.57,-4.11,,35.08,-11.46
08P3,Grosser Aletschgletscher,B36-26,360,2008-10-10,11:55:00,2009-10-06,10:47:00,641825.0,154810.01,3342.2,361.0,13.35,-30.54,-4.97,-0.84,33.72,-5.03
08P3,Grosser Aletschgletscher,B36-26,360,2008-10-10,11:55:00,2009-05-05,10:54:00,641825.0,154810.01,3342.2,207.0,8.51,-17.36,-3.0,,34.11,-5.29
08P3,Grosser Aletschgletscher,B36-26,360,2009-05-05,10:54:00,2009-10-06,10:47:00,641833.51,154792.65,3343.59,154.0,4.84,-13.18,-1.97,,33.3,-4.67
09P3,Grosser Aletschgletscher,B36-26,360,2009-10-06,10:51:00,2010-09-21,10:21:00,641820.82,154818.14,3342.09,350.0,13.06,-28.13,-5.66,0.82,32.37,-5.91
09P3,Grosser Aletschgletscher,B36-26,360,2009-10-06,10:51:00,2010-05-29,11:11:00,641820.82,154818.14,3342.09,235.0,8.92,-18.54,-3.67,,31.98,-5.7
09P3,Grosser Aletschgletscher,B36-26,360,2010-05-29,11:11:00,2010-09-21,10:21:00,641829.74,154799.6,3342.59,115.0,4.14,-9.59,-1.99,,33.18,-6.32
10P3,Grosser Aletschgletscher,B36-26,360,2010-09-21,10:53:00,2011-05-18,12:00:00,641820.79,154818.12,3342.84,239.0,8.94,-19.43,-3.51,,32.69,-5.36
10P3,Grosser Aletschgletscher,B36-26,360,2010-09-21,10:53:00,2011-10-17,10:51:00,641820.79,154818.12,3342.84,391.0,14.18,-31.68,-5.49,-0.52,32.42,-5.13
10P3,Grosser Aletschgletscher,B36-26,360,2011-05-18,12:00:00,2011-10-17,10:51:00,641829.73,154798.69,3342.88,152.0,5.24,-12.25,-1.98,,32.02,-4.76
11P3,Grosser Aletschgletscher,B36-26,360,2011-10-17,10:58:00,2012-10-13,10:50:00,641825.03,154810.07,3341.66,362.0,12.71,-30.19,-5.46,-0.58,33.05,-5.51
11P3,Grosser Aletschgletscher,B36-26,360,2011-10-17,10:58:00,2012-05-30,10:30:00,641825.03,154810.07,3341.66,226.0,7.95,-18.11,-3.32,,31.96,-5.37
11P3,Grosser Aletschgletscher,B36-26,360,2012-05-30,10:30:00,2012-10-13,10:50:00,641832.98,154791.96,3341.87,136.0,4.76,-12.08,-2.14,,34.87,-5.75
12P3,Grosser Aletschgletscher,B36-26,360,2012-10-13,10:55:00,2013-10-22,10:22:00,641825.0,154810.02,3341.08,374.0,13.19,-32.3,-6.56,0.37,34.07,-6.41
12P3,Grosser Aletschgletscher,B36-26,360,2012-10-13,10:55:00,2013-05-14,12:48:00,641825.0,154810.02,3341.08,213.1,7.41,-17.85,-3.27,,33.13,-5.6
12P3,Grosser Aletschgletscher,B36-26,360,2013-05-14,12:48:00,2013-10-21,10:22:00,641832.41,154792.17,3341.82,160.9,5.78,-14.45,-3.29,,35.33,-7.47
13P3,Grosser Aletschgletscher,B36-26,360,2013-10-22,10:37:00,2014-06-03,11:30:00,641824.98,154810.01,3341.45,224.0,8.12,-18.18,-3.18,,32.47,-5.19
13P3,Grosser Aletschgletscher,B36-26,360,2013-10-22,10:37:00,2014-09-29,10:22:00,641824.98,154810.01,3341.45,342.0,12.57,-29.35,-5.17,0.09,34.1,-5.52
13P3,Grosser Aletschgletscher,B36-26,360,2014-06-03,11:30:00,2014-09-29,10:22:00,641833.1,154791.83,3341.3,118.0,4.45,-11.17,-1.99,,37.22,-6.16
14P3,Grosser Aletschgletscher,B36-26,360,2014-09-29,10:24:00,2015-09-29,10:26:00,641825.01,154810.0,3341.54,365.0,13.42,-34.16,-6.56,-1.31,36.73,-6.56
14P3,Grosser Aletschgletscher,B36-26,360,2014-09-29,10:24:00,2015-05-18,10:33:00,641825.01,154810.0,3341.54,231.0,8.66,-21.63,-4.18,,36.84,-6.61
14P3,Grosser Aletschgletscher,B36-26,360,2015-05-18,10:33:00,2015-09-29,10:26:00,641833.67,154788.37,3341.49,134.0,4.76,-12.53,-2.38,,36.54,-6.49
15P3,Grosser Aletschgletscher,B36-26,360,2015-09-29,10:34:00,2016-05-18,11:22:00,641825.0,154810.06,3340.23,232.0,7.88,-19.21,-3.24,,32.69,-5.1
15P3,Grosser Aletschgletscher,B36-26,360,2015-09-29,10:34:00,2016-09-29,10:28:00,641825.0,154810.06,3340.23,366.0,12.54,-30.96,-5.62,0.7,33.33,-5.61
15P3,Grosser Aletschgletscher,B36-26,360,2016-05-18,11:22:00,2016-09-29,10:28:00,641832.88,154790.85,3342.1,134.0,4.66,-11.75,-2.37,,34.45,-6.46
16P3,Grosser Aletschgletscher,B36-26,360,2016-09-29,10:44:00,2017-10-12,10:15:00,641824.98,154809.98,3340.93,378.0,12.55,-30.25,-5.0,-1.05,31.65,-4.83
16P3,Grosser Aletschgletscher,B36-26,360,2016-09-29,10:44:00,2017-05-16,09:59:00,641824.98,154809.98,3340.93,229.0,7.86,-18.82,-2.92,,32.53,-4.66
16P3,Grosser Aletschgletscher,B36-26,360,2017-05-16,09:59:00,2017-10-12,10:15:00,641832.84,154791.16,3341.81,149.0,4.69,-11.43,-2.08,,30.29,-5.1
17P3,Grosser Aletschgletscher,B36-26,360,2017-10-12,10:21:00,2018-09-27,09:26:00,641825.02,154809.99,3339.88,350.0,11.61,-28.23,-4.99,-1.96,31.85,-5.21
17P3,Grosser Aletschgletscher,B36-26,360,2017-10-12,10:21:00,2018-06-06,10:13:00,641825.02,154809.99,3339.88,237.0,8.36,-19.14,-3.24,,32.19,-4.99
17P3,Grosser Aletschgletscher,B36-26,360,2018-06-06,10:13:00,2018-09-27,09:26:00,641833.38,154790.85,3340.11,113.0,3.25,-9.09,-1.75,,31.2,-5.66
18P3,Grosser Aletschgletscher,B36-26,360,2018-09-27,09:31:00,2019-10-03,10:43:00,641825.01,154810.0,3337.92,371.1,11.72,-28.33,-4.32,-1.11,30.18,-4.25
18P3,Grosser Aletschgletscher,B36-26,360,2018-09-27,09:31:00,2019-06-04,10:16:00,641825.01,154810.0,3337.92,250.0,8.33,-18.54,-2.57,,29.7,-3.75
18P3,Grosser Aletschgletscher,B36-26,360,2019-06-04,10:16:00,2019-10-03,10:43:00,641833.34,154791.46,3338.89,121.0,3.39,-9.79,-1.75,,31.27,-5.28
19P3,Grosser Aletschgletscher,B36-26,360,2019-10-03,10:50:00,2020-09-18,08:44:00,641824.99,154810.02,3336.81,350.9,12.2,-28.28,-3.95,-1.27,32.06,-4.11
19P3,Grosser Aletschgletscher,B36-26,360,2019-10-03,10:50:00,2020-05-29,10:25:00,641824.99,154810.02,3336.81,239.0,8.14,-18.68,-2.79,,31.14,-4.26
19P3,Grosser Aletschgletscher,B36-26,360,2020-05-29,10:25:00,2020-09-18,08:44:00,641833.13,154791.34,3336.55,111.9,4.06,-9.6,-1.16,,34.01,-3.79
20P3,Grosser Aletschgletscher,B36-26,360,2020-09-18,10:36:00,2021-05-26,12:10:00,641825.02,154810.0,3335.54,250.1,8.87,-18.21,-2.82,,29.59,-4.12
20P3,Grosser Aletschgletscher,B36-26,360,2020-09-18,10:36:00,2021-09-30,11:29:00,641825.02,154810.0,3335.54,377.0,11.97,-29.3,-4.41,1.33,30.66,-4.27
20P3,Grosser Aletschgletscher,B36-26,360,2021-05-26,12:10:00,2021-09-30,11:29:00,641833.89,154791.79,3338.42,127.0,3.1,-11.09,-1.59,,33.12,-4.57
21P3,Grosser Aletschgletscher,B36-26,360,2021-09-30,12:13:00,2022-05-17,09:52:00,641825.0,154810.01,3336.87,228.9,7.55,-17.46,-2.68,,30.35,-4.28
20P3,Grosser Aletschgletscher,B36-26,360,2021-09-30,11:29:00,2022-10-04,08:45:00,641836.99,154780.7,3335.0,368.89,11.45,-32.35,-3.84,-3.24,33.98,-3.8
21P3,Grosser Aletschgletscher,B36-26,360,2022-05-17,09:52:00,2022-10-04,09:50:00,641832.55,154792.55,3336.63,140.0,5.23,-12.09,-1.28,,34.37,-3.34
22P3,Grosser Aletschgletscher,B36-26,360,2022-10-04,09:32:00,2023-05-26,10:26:00,641819.57,154823.33,3334.65,234.04,7.72,-15.52,-2.61,,27.05,-4.07
22P3,Grosser Aletschgletscher,B36-26,360,2022-10-04,09:32:00,2023-09-28,09:02:00,641819.57,154823.33,3334.65,358.98,11.3,-24.39,-4.34,-0.99,27.35,-4.42
22P3,Grosser Aletschgletscher,B36-26,360,2023-05-26,10:26:00,2023-09-28,09:02:00,641827.29,154807.81,3336.04,124.94,3.58,-8.87,-1.73,,27.96,-5.06
23P3,Grosser Aletschgletscher,B36-26,360,2023-09-28,09:47:00,2024-06-06,08:39:00,641824.1,154812.08,3332.74,251.96,7.99,-17.14,-1.93,,27.41,-2.8
23P3,Grosser Aletschgletscher,B36-26,360,2023-09-28,09:47:00,2024-10-07,10:56:00,641824.1,154812.08,3332.74,375.05,11.97,-26.02,-3.8,1.36,27.89,-3.7
23P3b,Grosser Aletschgletscher,B36-26,360,2024-06-06,08:39:00,2024-10-07,10:53:00,641829.39,154806.48,3336.64,123.09,3.98,-8.88,-1.87,,28.87,-5.55
24P3,Grosser Aletschgletscher,B36-26,360,2024-10-07,10:42:00,2025-10-02,10:24:00,641824.96,154810.05,3334.0,359.99,11.88,-26.27,-3.89,0.04,29.25,-3.95
24P3,Grosser Aletschgletscher,B36-26,360,2024-10-07,10:42:00,2025-05-28,10:03:00,641824.96,154810.05,3334.0,232.97,8.31,-17.2,-2.87,,29.95,-4.5
24P3,Grosser Aletschgletscher,B36-26,360,2025-05-28,10:03:00,2025-10-02,10:24:00,641833.27,154792.85,3334.87,127.01,3.57,-9.07,-1.02,,28.03,-2.93
0609,Rhonegletscher,B43-03,473,2006-10-27,16:52:00,2007-09-06,13:16:00,672582.3,159490.16,2286.54,313.8,-9.71,-15.88,-0.99,-3.83,21.67,-1.15
0608,Rhonegletscher,B43-03,473,2006-10-27,16:46:00,2007-09-06,12:05:00,672680.31,159723.82,2330.96,313.8,-1.97,-25.7,-6.28,-2.21,30.0,-7.31
0607,Rhonegletscher,B43-03,473,2006-10-27,16:36:00,2007-09-06,11:09:00,672656.55,160173.2,2387.76,313.8,19.98,-33.38,-8.72,-2.1,45.28,-10.15
0606,Rhonegletscher,B43-03,473,2006-10-27,16:20:00,2007-09-06,10:40:00,672422.84,160842.73,2488.59,313.8,6.96,-40.66,-1.03,-1.67,48.01,-1.2
0605,Rhonegletscher,B43-03,473,2006-10-27,16:01:00,2007-09-06,09:05:00,672521.42,161919.18,2618.63,313.7,-35.16,-52.25,-3.93,-0.19,73.33,-4.58
0604,Rhonegletscher,B43-03,473,2006-10-27,14:56:00,2007-09-08,09:48:00,673357.04,162757.54,2758.89,315.8,-40.19,-49.36,-3.53,-0.71,73.62,-4.08
